cont,label,score,divisor,posx,posy,posx,new_width,new_width,new_height,new_height,posy
1591,Z,0.169350,40,1425,1852,1425,1472,1472,1900,1900,1852
1591,S,0.830650,40,1425,1852,1425,1472,1472,1900,1900,1852
1592,Z,0.345351,40,1472,1852,1472,1520,1520,1900,1900,1852
1592,S,0.654649,40,1472,1852,1472,1520,1520,1900,1900,1852
1593,Z,0.044504,40,1520,1852,1520,1567,1567,1900,1900,1852
1593,S,0.955496,40,1520,1852,1520,1567,1567,1900,1900,1852
1594,Z,0.069722,40,1567,1852,1567,1615,1615,1900,1900,1852
1594,S,0.930278,40,1567,1852,1567,1615,1615,1900,1900,1852
1595,Z,0.125426,40,1615,1852,1615,1662,1662,1900,1900,1852
1595,S,0.874574,40,1615,1852,1615,1662,1662,1900,1900,1852
1596,Z,0.035176,40,1662,1852,1662,1710,1710,1900,1900,1852
1596,S,0.964824,40,1662,1852,1662,1710,1710,1900,1900,1852
1597,Z,0.171942,40,1710,1852,1710,1757,1757,1900,1900,1852
1597,S,0.828058,40,1710,1852,1710,1757,1757,1900,1900,1852
1598,Z,0.762205,40,1757,1852,1757,1805,1805,1900,1900,1852
1598,S,0.237795,40,1757,1852,1757,1805,1805,1900,1900,1852
1599,Z,0.091549,40,1805,1852,1805,1852,1852,1900,1900,1852
1599,S,0.908451,40,1805,1852,1805,1852,1852,1900,1900,1852
1600,Z,0.054316,40,1852,1852,1852,1900,1900,1900,1900,1852
1600,S,0.945683,40,1852,1852,1852,1900,1900,1900,1900,1852
